id_partida,fecha_hora,estrategia_j1,estrategia_j2,nivel_j1,nivel_j2,ganador,motivo_victoria,duracion_segundos,torres_destruidas_j1,torres_destruidas_j2,vida_final_j1,vida_final_j2,cartas_jugadas_j1,cartas_jugadas_j2,elixir_gastado_j1,elixir_gastado_j2,tropas_invocadas_j1,tropas_invocadas_j2,danio_causado_j1,danio_causado_j2,danio_recibido_j1,danio_recibido_j2,ataques_j1,ataques_j2
PARTIDA_3254_84f06258,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",84,3,0,7278,0,9,7,31,31,9,7,14768,3636,3636,14768,177,51
PARTIDA_3255_e866374b,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",110,3,0,7278,0,12,10,40,40,12,10,14814,5621,5621,14814,180,75
PARTIDA_3256_11c9e7cd,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",47,2,0,7278,1859,5,5,19,18,5,5,10126,2380,2380,10126,70,35
PARTIDA_3257_65662f75,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",103,1,3,0,3942,11,11,39,39,11,11,8924,14661,14661,8924,129,97
PARTIDA_3258_f95636f8,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,1,5319,1959,6,7,26,26,6,7,7007,5827,5827,7007,30,95
PARTIDA_3259_04eb751e,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",120,0,2,1632,6030,13,12,45,44,13,12,9514,11586,11586,9514,153,88
PARTIDA_3260_fc444c98,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",121,3,0,5691,0,13,13,44,44,13,13,16317,8750,8750,16317,201,122
PARTIDA_3261_83c5e642,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",108,3,0,7278,0,9,9,37,40,9,9,17276,4218,4218,17276,99,56
PARTIDA_3262_8816755d,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",35,2,0,7278,1959,4,3,16,12,4,3,7320,2000,2000,7320,24,15
PARTIDA_3263_ad397448,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",32,2,0,7278,1959,3,3,14,14,3,3,7120,1020,1020,7120,19,14
PARTIDA_3264_46a08a2b,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",36,2,1,5319,1959,4,4,15,16,4,4,7116,3130,3130,7116,38,21
PARTIDA_3265_63cba4f5,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",108,0,3,0,7278,9,11,39,38,9,11,4890,17264,17264,4890,73,220
PARTIDA_3266_87068d17,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",70,0,2,819,6838,7,7,26,26,7,7,2900,10769,10769,2900,38,92
PARTIDA_3267_78fec435,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",112,1,2,1959,3405,12,9,40,41,12,9,8886,11980,11980,8886,158,91
PARTIDA_3268_601a90e6,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",59,0,3,0,7278,6,6,22,23,6,6,3505,11917,11917,3505,60,71
PARTIDA_3269_8197e71f,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",42,2,0,7278,359,5,5,19,18,5,5,9680,850,850,9680,44,17
PARTIDA_3270_019dda24,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",108,3,1,3299,0,12,9,41,40,12,9,12770,8744,8744,12770,147,93
PARTIDA_3271_ad0361db,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Más torres restantes",221,3,2,540,0,24,20,76,76,24,20,22497,20217,20217,22497,355,187
PARTIDA_3272_853f0d30,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",54,0,2,1959,7152,6,5,20,19,6,5,3692,8780,8780,3692,51,52
PARTIDA_3273_95fbb0c3,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",42,2,0,6415,1959,5,5,19,18,5,5,7087,2721,2721,7087,34,33
PARTIDA_3274_fcb6b3ff,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",118,3,1,4979,0,11,10,43,42,11,10,17049,6236,6236,17049,151,52
PARTIDA_3275_550cf058,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,0,5578,1896,8,7,30,31,8,7,10246,6684,6684,10246,129,70
PARTIDA_3276_f53fabe8,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",91,2,2,1959,274,10,8,34,31,10,8,13741,10061,10061,13741,139,59
PARTIDA_3277_cff186a6,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",25,2,0,7278,1959,4,3,13,13,4,3,5808,1650,1650,5808,27,23
PARTIDA_3278_b1b3bf19,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",59,1,2,1959,4836,7,6,23,24,7,6,4174,8801,8801,4174,72,59
PARTIDA_3279_ae0d9283,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",82,3,0,7278,0,9,8,30,32,9,8,13309,4661,4661,13309,185,58
PARTIDA_3280_1803a197,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",37,0,2,1959,5918,4,4,14,14,4,4,3710,6130,6130,3710,22,29
PARTIDA_3281_e7d5ab85,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",67,1,3,0,5319,7,7,27,26,7,7,6895,11552,11552,6895,69,92
PARTIDA_3282_4ead11fc,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",47,2,0,7278,84,5,5,19,18,5,5,9319,2014,2014,9319,56,38
PARTIDA_3283_4678888b,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,1,2,1959,3719,3,4,14,14,3,4,5300,7484,7484,5300,22,35
PARTIDA_3284_9690d421,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",110,1,2,1759,3159,9,9,38,39,9,9,12663,13507,13507,12663,86,102
PARTIDA_3285_adfc0035,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",76,2,0,7278,1959,8,8,30,28,8,8,10149,3115,3115,10149,73,43
PARTIDA_3286_bb00bbdd,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",79,2,2,1959,2685,8,7,28,30,8,7,7258,12059,12059,7258,63,95
PARTIDA_3287_c403f779,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",125,0,3,0,7278,11,14,47,45,11,14,4778,18808,18808,4778,63,245
PARTIDA_3288_30bafd45,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",68,2,1,5119,1959,7,6,25,25,7,6,6916,6723,6723,6916,45,67
PARTIDA_3289_9961573a,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",61,1,2,1959,5319,6,7,25,25,6,7,3826,7119,7119,3826,47,85
PARTIDA_3290_af318dd6,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",31,2,0,7158,1959,4,3,15,12,4,3,6588,1194,1194,6588,26,17
PARTIDA_3291_335d15a6,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",112,3,0,5318,0,11,12,39,40,11,12,14868,8123,8123,14868,111,95
PARTIDA_3292_cc52eff1,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",78,0,3,0,7278,9,8,30,29,9,8,2079,12184,12184,2079,31,142
PARTIDA_3293_473023eb,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",41,2,0,7278,1959,4,4,17,17,4,4,9728,2256,2256,9728,43,24
PARTIDA_3294_571fdea2,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Más torres restantes",179,3,2,891,0,17,17,64,62,17,17,18589,16925,16925,18589,194,186
PARTIDA_3295_a2df2b9a,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",65,1,2,1959,3781,8,6,27,24,8,6,7274,8282,8282,7274,78,44
PARTIDA_3296_4b666071,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",89,1,3,0,2851,10,8,34,33,10,8,8069,11455,11455,8069,98,118
PARTIDA_3297_cf38cf11,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",47,0,2,1566,7278,4,6,17,20,4,6,962,8228,8228,962,18,46
PARTIDA_3298_5b1bf304,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",52,0,2,1959,7278,4,5,18,19,4,5,2260,9068,9068,2260,26,55
PARTIDA_3299_313f76cd,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",80,2,1,1109,1192,9,8,31,29,9,8,10879,11632,11632,10879,126,147
PARTIDA_3300_ee084a31,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",88,1,2,1959,2844,8,7,34,33,8,7,8295,13299,13299,8295,79,73
PARTIDA_3301_85441be5,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",79,2,1,2899,1959,9,6,31,26,9,6,9445,10439,10439,9445,142,86
PARTIDA_3302_39f477ef,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",49,0,2,1833,6978,5,5,19,20,5,5,2823,7627,7627,2823,32,51
PARTIDA_3303_bd1bc667,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",103,2,0,5800,1644,11,9,37,37,11,9,13826,6358,6358,13826,152,77
PARTIDA_3304_5ca8a59c,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",42,1,2,1959,5319,5,5,17,18,5,5,4409,7312,7312,4409,47,71
PARTIDA_3305_339cad83,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",89,0,2,1332,7278,7,8,31,31,7,8,5135,12517,12517,5135,60,110
PARTIDA_3306_2b99afcb,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",73,3,0,7278,0,7,5,26,25,7,5,12987,4010,4010,12987,104,33
PARTIDA_3307_c8bf42e9,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",28,0,2,1959,6332,3,4,11,14,3,4,2213,5914,5914,2213,20,25
PARTIDA_3308_9cd2dddb,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",63,2,0,6201,1959,5,6,23,23,5,6,7124,2557,2557,7124,60,33
PARTIDA_3309_01412372,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",52,1,2,1959,5319,5,5,20,20,5,5,3044,7922,7922,3044,38,57
PARTIDA_3310_0ab22616,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",112,3,0,7278,0,9,10,41,38,9,10,14006,4570,4570,14006,104,50
PARTIDA_3311_40be2110,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",69,2,0,6978,1859,8,6,28,25,8,6,9749,3666,3666,9749,107,42
PARTIDA_3312_532e8845,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",106,2,1,5319,225,12,8,40,35,12,8,17422,5914,5914,17422,219,45
PARTIDA_3313_39732201,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",26,2,1,5319,1959,3,3,11,12,3,3,6217,3090,3090,6217,33,15
PARTIDA_3314_2d6092ca,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",120,0,3,0,5235,11,10,43,44,11,10,8537,15758,15758,8537,100,129
PARTIDA_3315_dae21fca,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",49,1,2,1344,3764,5,5,18,19,5,5,6402,8403,8403,6402,70,72
PARTIDA_3316_3d12ca82,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1279,7278,4,3,15,13,4,3,1228,10420,10420,1228,21,23
PARTIDA_3317_30b58898,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",63,2,1,3711,1959,6,6,24,23,6,6,8580,6006,6006,8580,89,50
PARTIDA_3318_9edc0ac6,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",54,2,0,7278,1659,6,6,23,21,6,6,8775,3576,3576,8775,52,49
PARTIDA_3319_b2f5af3c,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",48,3,0,7278,0,5,6,19,20,5,6,10239,1464,1464,10239,59,21
PARTIDA_3320_65e303b0,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",107,3,1,3540,0,11,10,41,40,11,10,15631,8865,8865,15631,174,96
PARTIDA_3321_f13dca00,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",73,2,0,7278,1392,8,5,29,25,8,5,11650,3598,3598,11650,70,39
PARTIDA_3322_2d9cec5e,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",119,0,3,0,7018,9,12,41,42,9,12,6264,16632,16632,6264,51,175
PARTIDA_3323_773b9217,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",132,0,3,0,7278,10,13,44,46,10,13,6264,18815,18815,6264,55,195
PARTIDA_3324_bd376a09,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",62,1,2,1959,4254,7,6,23,21,7,6,6835,10601,10601,6835,90,80
PARTIDA_3325_255c93f5,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",60,2,1,5319,1959,7,7,25,24,7,7,9353,4980,4980,9353,90,70
PARTIDA_3326_76805a6f,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,3,0,7278,3,4,13,16,3,4,1570,9249,9249,1570,20,22
PARTIDA_3327_0270b311,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",33,2,1,5064,1959,4,4,15,15,4,4,7240,3675,3675,7240,33,26
PARTIDA_3328_3cec559f,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",27,0,2,1959,7047,3,4,10,14,3,4,1339,6579,6579,1339,26,24
PARTIDA_3329_48e30a5a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",43,2,0,7278,1959,4,4,16,17,4,4,7880,3195,3195,7880,28,38
PARTIDA_3330_50ff79c7,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",46,2,0,7278,1959,5,4,20,18,5,4,7877,1980,1980,7877,35,20
PARTIDA_3331_43e8417d,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",95,0,3,0,6498,9,9,33,35,9,9,6197,11071,11071,6197,76,113
PARTIDA_3332_e9c47741,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Más torres restantes",190,1,2,3260,5319,14,17,64,65,14,17,15110,21307,21307,15110,130,230
PARTIDA_3333_c58490db,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",30,0,2,759,7278,4,4,14,15,4,4,2333,8265,8265,2333,22,35
PARTIDA_3334_740b2416,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",70,3,0,7278,0,7,7,25,28,7,7,12579,2078,2078,12579,140,28
PARTIDA_3335_21ae3f66,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",65,1,2,1959,2176,8,6,27,25,8,6,8862,9876,9876,8862,80,68
PARTIDA_3336_8fe7fd9b,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",48,0,2,1959,6585,6,6,20,21,6,6,3698,8490,8490,3698,53,67
PARTIDA_3337_887610a1,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",70,2,0,6478,1959,6,7,24,25,6,7,10458,3892,3892,10458,74,43
PARTIDA_3338_399f3ecc,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",64,2,2,76,1959,6,7,26,25,6,7,9096,10665,10665,9096,64,101
PARTIDA_3339_c0dc6601,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",62,2,0,6938,1959,6,5,26,22,6,5,8657,2472,2472,8657,32,18
PARTIDA_3340_b2610fcf,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",65,1,2,1959,5319,6,5,23,21,6,5,5013,8806,8806,5013,57,36
PARTIDA_3341_77bbb7ec,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",67,0,2,1459,7278,7,7,25,26,7,7,4229,10555,10555,4229,54,114
PARTIDA_3342_45c2d16b,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",54,1,2,1959,5319,5,5,20,19,5,5,3754,6455,6455,3754,36,47
PARTIDA_3343_70a361dc,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",66,1,3,0,1777,7,6,25,25,7,6,8210,10179,10179,8210,133,116
PARTIDA_3344_35126f6a,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",90,3,0,7278,0,10,8,34,31,10,8,12451,5482,5482,12451,161,70
PARTIDA_3345_8717b66a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,1,"Torre Rey del Jugador 2 destruida",114,2,1,5219,1806,12,12,41,41,12,12,13235,7784,7784,13235,191,101
PARTIDA_3346_d8fdf271,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",52,2,0,7278,1959,5,6,19,22,5,6,9431,3429,3429,9431,69,48
PARTIDA_3347_cf2090d0,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",54,2,0,7278,258,5,6,21,21,5,6,9643,941,941,9643,84,14
PARTIDA_3348_87106490,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",70,2,0,7278,1959,6,6,28,27,6,6,7164,3950,3950,7164,21,28
PARTIDA_3349_deeaaeb9,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",74,1,3,0,5319,6,8,26,29,6,8,4650,14207,14207,4650,49,136
PARTIDA_3350_0b461acf,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaMenorCosto,5,5,2,"Torre Rey del Jugador 1 destruida",48,0,2,1959,7278,4,6,18,20,4,6,1422,9768,9768,1422,15,60
PARTIDA_3351_14c08626,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",46,2,0,7278,1959,6,4,20,17,6,4,7471,1777,1777,7471,41,29
PARTIDA_3352_d516a7ab,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",82,2,0,7278,209,8,8,30,32,8,8,12653,5067,5067,12653,124,66
PARTIDA_3353_1d6030a6,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",73,1,3,0,4944,8,7,27,28,8,7,7432,12838,12838,7432,111,105
PARTIDA_3354_39818251,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",32,0,2,1559,7278,4,4,13,16,4,4,1271,7962,7962,1271,21,35
PARTIDA_3355_f186ac37,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaMenorCosto,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,1,3852,1959,6,6,22,22,6,6,8651,6076,6076,8651,69,84
PARTIDA_3356_5f060fb0,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",51,1,3,0,4219,5,5,18,19,5,5,5977,10361,10361,5977,49,47
PARTIDA_3357_4bc1f57f,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",47,0,2,1359,7278,4,5,18,20,4,5,1710,8549,8549,1710,27,53
PARTIDA_3358_a7f0d337,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,2,"Torre Rey del Jugador 1 destruida",59,0,2,1959,6478,7,7,25,23,7,7,3648,9322,9322,3648,44,110
PARTIDA_3359_eb8888e1,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",70,2,1,5268,1959,8,7,28,26,8,7,10244,4602,4602,10244,76,62
PARTIDA_3360_daf949d3,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",63,1,2,1245,5319,6,6,25,26,6,6,4633,9876,9876,4633,54,79
PARTIDA_3361_f58ed1c5,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",64,0,2,1959,7278,6,5,24,21,6,5,2683,7273,7273,2683,38,33
PARTIDA_3362_f3cf46a6,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaDefensiva,5,5,2,"Torre Rey del Jugador 1 destruida",82,1,3,0,1481,9,6,30,28,9,6,8763,13386,13386,8763,88,74
PARTIDA_3363_6e92fa04,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",43,2,0,7278,1770,5,4,19,16,5,4,9120,1094,1094,9120,68,19
PARTIDA_3364_2eb9ff7a,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaDefensiva,5,5,1,"Torre Rey del Jugador 2 destruida",88,2,0,7278,1049,8,8,32,33,8,8,11350,2029,2029,11350,58,25
PARTIDA_3365_d5f33ec8,2025-11-03 08:41:40,EstrategiaAgresiva,EstrategiaAleatoria,5,5,1,"Torre Rey del Jugador 2 destruida",57,2,1,5019,1959,7,5,24,20,7,5,7848,6733,6733,7848,52,82
PARTIDA_3366_b038814a,2025-11-03 08:41:40,EstrategiaAleatoria,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",34,0,2,1896,7278,4,4,14,15,4,4,2082,7721,7721,2082,38,29
PARTIDA_3367_8c9af745,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",30,0,2,1908,7278,3,4,12,15,3,4,1777,5491,5491,1777,25,17
PARTIDA_3368_699d708f,2025-11-03 08:41:40,EstrategiaDefensiva,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",70,1,3,0,3119,6,7,25,27,6,7,8619,10916,10916,8619,77,91
PARTIDA_3369_08f4532f,2025-11-03 08:41:40,EstrategiaMenorCosto,EstrategiaAgresiva,5,5,2,"Torre Rey del Jugador 1 destruida",40,1,2,1959,5319,5,4,18,15,5,4,3849,7530,7530,3849,58,29
